# Golden cartesian reference: x  y  z
# 70 points total
0.0000000000  0.0000000000  0.0000000000
0.0000000000  1.0000000000  0.0000000000
1.0000000000  0.0000000000  0.0000000000
0.0000000000  0.0000000000  1.0000000000
-1.0000000000  0.0000000000  0.0000000000
0.0000000000  0.0000000000  -1.0000000000
0.5000000000  0.5000000000  0.7071067812
0.0000000000  5.0000000000  0.0000000000
0.0000993347  0.0009900333  0.0000998334
2.5713372042  0.9359789520  7.5174575745
-1.6671880557  1.2602749285  2.5655426118
-0.0858698229  7.2861907376  2.2641562235
-4.9793170497  2.3024570717  -2.4051296900
2.0294030839  1.3026822292  -4.3685271750
-0.8311004373  1.2428921623  -0.7442164326
0.5878303639  1.4016412316  -0.6918237184
-0.3517453255  0.7098367013  0.4978002987
0.3237335598  6.5969066939  2.3074937693
0.3335764191  2.9100257767  4.0625327772
-4.0357173982  4.1617347881  -0.3941751971
0.3569125360  0.1608507552  -0.5243648658
4.1990392562  5.2755821757  3.8699372086
4.7644962534  2.5838623109  4.0119313324
1.7005993824  1.1786731306  0.3121361565
0.3482734068  1.4280623527  1.1457197440
1.6084875730  0.9641506575  -0.0284317033
-2.3453929020  1.4878796903  0.1544376723
-2.9532982393  3.2160405700  -0.7812231625
-1.3396524756  0.6630697168  -3.4278543597
-0.6390031332  1.4052086138  -2.1959264513
-0.5648354754  2.0250886281  -4.6343118867
-0.7744940867  1.2389521831  0.5058686269
1.7406928889  1.6796703289  -1.1792512870
-1.1134169776  3.0501348674  0.0680074398
-1.0874399071  1.8337603527  3.2901843056
0.5443240103  5.1987069534  -3.6734418025
-1.4995512127  1.2463068874  -0.4339179112
2.3791709195  2.6140768694  2.5470552875
-3.3598519285  1.9742553788  -3.0410590159
0.4029821012  0.1614876053  -0.7288844711
2.7181643921  3.4649446983  -2.4849157908
-0.8080711232  0.8918426957  -1.3100507285
-0.4596460515  0.1743720736  0.8568783508
3.8723974225  3.9871527219  5.2077230688
3.5513110743  6.4174799561  2.4791984038
2.1446247196  3.4241056845  5.1719235309
1.2630527073  1.6179778360  1.8817175520
-0.7665277710  0.4491391960  -0.8543220225
-1.0961390553  3.0422601373  4.6108258015
-3.0523129447  2.2358383427  0.3648370105
-6.4750963590  -1.5895683309  0.8867471242
0.2140260011  0.6022359322  -4.8439193753
-7.9428914167  2.1605491022  0.6446280933
0.2682770851  -0.1183872192  0.1381474339
4.1789903351  -2.2309347457  6.5486234430
-2.7611828571  -0.4984147067  4.9161892036
1.6791841844  1.3053043503  -2.0919594174
-0.0266953528  -0.0391847570  0.4741253729
-5.1910619821  8.3719232700  -1.0487600662
-0.0329781705  -0.0473232562  -0.0527871277
-5.9822243854  -4.7001188548  1.1897278775
-6.7279798728  -1.6288352071  -2.8080456948
-0.3299827763  2.2336181146  -3.0323441538
-0.6083445281  -1.1469783183  4.7731066263
-1.7566007101  -0.1655601315  9.1211104843
-0.0796608413  -1.9336557614  3.4555564302
5.6632097490  -7.6567161009  -2.0413020004
1.3167208752  3.8668701433  3.2961408047
-0.3697076837  -0.2107340110  0.8439790394
0.8640650183  -1.8031315500  -7.8854002270
